"","date","away.jumper","home.jumper","winning.team","away.team","home.team","shoot.first","score.first"
"307",2018-11-30,"Tristan Thompson","Aron Baynes","cle","cle","bos","bos","bos"
"308",2018-11-30,"Rudy Gobert","Cody Zeller","cha","utah","cha","utah","utah"
"309",2018-11-30,"Wendell Carter Jr.","Andre Drummond","det","chi","det","det","det"
"310",2018-11-30,"Thomas Bryant","Joel Embiid","phi","wsh","phi","phi","wsh"
"311",2018-11-30,"Marc Gasol","Jarrett Allen","bkn","mem","bkn","mem","mem"
"312",2018-11-30,"Anthony Davis","Hassan Whiteside","no","no","mia","no","mia"
"313",2018-11-30,"Dewayne Dedmon","Steven Adams","okc","atl","okc","okc","okc"
"315",2018-11-30,"Nikola Vucevic","Deandre Ayton","phx","orl","phx","phx","orl"
"316",2018-11-30,"DeAndre Jordan","JaVale McGee","lal","dal","lal","lal","lal"
"317",2018-11-30,"Nikola Jokic","Jusuf Nurkic","den","den","por","den","den"
"318",2018-12-01,"Brook Lopez","Noah Vonleh","mil","mil","ny","mil","ny"
"319",2018-12-01,"Damian Jones","Andre Drummond","det","gs","det","det","det"
"320",2018-12-01,"Jarrett Allen","Thomas Bryant","bkn","bkn","wsh","bkn","wsh"
"321",2018-12-01,"Serge Ibaka","Tristan Thompson","cle","tor","cle","cle","cle"
"322",2018-12-01,"Wendell Carter Jr.","Clint Capela","hou","chi","hou","hou","hou"
"323",2018-12-01,"Al Horford","Karl-Anthony Towns","min","bos","min","min","min"
"324",2018-12-01,"Myles Turner","Willie Cauley-Stein","sac","ind","sac","ind","ind"
"325",2018-12-02,"Deandre Ayton","JaVale McGee","phx","phx","lal","phx","lal"
"326",2018-12-02,"Anthony Davis","Willy Hernangomez","no","no","cha","no","no"
"327",2018-12-02,"Rudy Gobert","Hassan Whiteside","mia","utah","mia","mia","utah"
"328",2018-12-02,"Marc Gasol","Joel Embiid","phi","mem","phi","phi","phi"
"329",2018-12-02,"Marcin Gortat","DeAndre Jordan","lac","lac","dal","lac","lac"
"330",2018-12-02,"Jusuf Nurkic","LaMarcus Aldridge","por","por","sa","por","por"
"331",2018-12-03,"Steven Adams","Andre Drummond","det","okc","det","det","det"
"332",2018-12-03,"Kevin Durant","Dewayne Dedmon","atl","gs","atl","gs","gs"
"333",2018-12-03,"Tristan Thompson","Jarrett Allen","bkn","cle","bkn","bkn","bkn"
"334",2018-12-03,"Thomas Bryant","Noah Vonleh","wsh","wsh","ny","wsh","wsh"
"335",2018-12-03,"Nikola Jokic","Serge Ibaka","den","den","tor","den","tor"
"336",2018-12-03,"Clint Capela","Karl-Anthony Towns","min","hou","min","min","min"
"337",2018-12-03,"Marcin Gortat","Anthony Davis","lac","lac","no","lac","lac"
"338",2018-12-04,"Wendell Carter Jr.","Myles Turner","chi","chi","ind","chi","chi"
"339",2018-12-04,"Nikola Vucevic","Hassan Whiteside","mia","orl","mia","mia","mia"
"340",2018-12-04,"Jusuf Nurkic","DeAndre Jordan","dal","por","dal","dal","dal"
"341",2018-12-04,"Willie Cauley-Stein","Deandre Ayton","sac","sac","phx","sac","sac"
"342",2018-12-04,"LaMarcus Aldridge","Rudy Gobert","utah","sa","utah","utah","sa"
"343",2018-12-05,"Kevin Durant","Tristan Thompson","gs","gs","cle","gs","gs"
"344",2018-12-05,"Nikola Jokic","Nikola Vucevic","orl","den","orl","orl","orl"
"345",2018-12-05,"Thomas Bryant","Dewayne Dedmon","atl","wsh","atl","atl","atl"
"346",2018-12-05,"Steven Adams","Jarrett Allen","okc","okc","bkn","okc","okc"
"347",2018-12-05,"Joel Embiid","Serge Ibaka","phi","phi","tor","phi","phi"
"348",2018-12-05,"Marcin Gortat","Marc Gasol","mem","lac","mem","lac","mem"
"349",2018-12-05,"Andre Drummond","Brook Lopez","mil","det","mil","mil","det"
"350",2018-12-05,"Cody Zeller","Karl-Anthony Towns","min","cha","min","min","min"
"351",2018-12-05,"DeAndre Jordan","Anthony Davis","dal","dal","no","dal","dal"
"352",2018-12-05,"LaMarcus Aldridge","JaVale McGee","lal","sa","lal","lal","sa"
"353",2018-12-06,"Noah Vonleh","Al Horford","bos","ny","bos","bos","bos"
"354",2018-12-06,"Richaun Holmes","Jusuf Nurkic","phx","phx","por","phx","phx"
"355",2018-12-06,"Clint Capela","Rudy Gobert","hou","hou","utah","hou","hou"
"356",2018-12-07,"Nikola Jokic","Cody Zeller","cha","den","cha","cha","den"
"357",2018-12-07,"Amir Johnson","Andre Drummond","phi","phi","det","phi","phi"
"358",2018-12-07,"Myles Turner","Nikola Vucevic","orl","ind","orl","orl","orl"
"359",2018-12-07,"Jonas Valanciunas","Jarrett Allen","bkn","tor","bkn","tor","tor"
"360",2018-12-07,"Willie Cauley-Stein","Tristan Thompson","sac","sac","cle","sac","sac"
"361",2018-12-07,"Steven Adams","Wendell Carter Jr.","okc","okc","chi","okc","okc"
"362",2018-12-07,"Marc Gasol","Anthony Davis","mem","mem","no","mem","mem"
"363",2018-12-07,"JaVale McGee","LaMarcus Aldridge","lal","lal","sa","lal","lal"
"364",2018-12-07,"Bam Adebayo","Deandre Ayton","phx","mia","phx","phx","phx"
"365",2018-12-07,"Kevin Durant","Brook Lopez","mil","gs","mil","mil","mil"
"366",2018-12-08,"Clint Capela","DeAndre Jordan","dal","hou","dal","dal","dal"
"367",2018-12-08,"Willie Cauley-Stein","Myles Turner","sac","sac","ind","sac","ind"
"368",2018-12-08,"Nikola Jokic","Dewayne Dedmon","den","den","atl","den","den"
"369",2018-12-08,"Thomas Bryant","Tristan Thompson","wsh","wsh","cle","wsh","wsh"
"370",2018-12-08,"Jarrett Allen","Noah Vonleh","bkn","bkn","ny","bkn","ny"
"371",2018-12-08,"Daniel Theis","Wendell Carter Jr.","chi","bos","chi","chi","bos"
"372",2018-12-08,"JaVale McGee","Marc Gasol","mem","lal","mem","mem","mem"
"373",2018-12-08,"Karl-Anthony Towns","Jusuf Nurkic","por","min","por","min","min"
"374",2018-12-08,"Bam Adebayo","Boban Marjanovic","lac","mia","lac","lac","lac"
"375",2018-12-09,"Anthony Davis","Andre Drummond","det","no","det","det","det"
"376",2018-12-09,"Brook Lopez","Serge Ibaka","mil","mil","tor","mil","mil"
"377",2018-12-09,"Rudy Gobert","LaMarcus Aldridge","utah","utah","sa","sa","sa"
"378",2018-12-09,"Cody Zeller","Noah Vonleh","cha","cha","ny","cha","cha"
"379",2018-12-10,"Thomas Bryant","Myles Turner","ind","wsh","ind","ind","ind"
"380",2018-12-10,"Andre Drummond","Joel Embiid","det","det","phi","det","det"
"381",2018-12-10,"Anthony Davis","Daniel Theis","no","no","bos","no","no"
"382",2018-12-10,"Willie Cauley-Stein","Wendell Carter Jr.","chi","sac","chi","sac","sac"
"383",2018-12-10,"Tristan Thompson","Brook Lopez","mil","cle","mil","mil","mil"
"384",2018-12-10,"Rudy Gobert","Steven Adams","okc","utah","okc","okc","okc"
"385",2018-12-10,"Nikola Vucevic","DeAndre Jordan","dal","orl","dal","dal","dal"
"386",2018-12-10,"Marc Gasol","Mason Plumlee","den","mem","den","den","mem"
"387",2018-12-10,"Boban Marjanovic","Deandre Ayton","phx","lac","phx","phx","phx"
"388",2018-12-10,"Karl-Anthony Towns","Kevin Durant","gs","min","gs","gs","gs"
"389",2018-12-10,"Bam Adebayo","JaVale McGee","lal","mia","lal","mia","mia"
"390",2018-12-11,"Jusuf Nurkic","Clint Capela","hou","por","hou","hou","hou"
"391",2018-12-11,"Deandre Ayton","LaMarcus Aldridge","sa","phx","sa","sa","sa"
"392",2018-12-11,"Serge Ibaka","Marcin Gortat","lac","tor","lac","lac","lac"
"393",2018-12-12,"Andre Drummond","Cody Zeller","det","det","cha","det","cha"
"394",2018-12-12,"Noah Vonleh","Channing Frye","cle","ny","cle","cle","cle"
"395",2018-12-12,"Brook Lopez","Myles Turner","mil","mil","ind","mil","ind"
"396",2018-12-12,"Jarrett Allen","Joel Embiid","bkn","bkn","phi","bkn","phi"
"397",2018-12-12,"Aron Baynes","Thomas Bryant","bos","bos","wsh","bos","bos"
"398",2018-12-12,"Jusuf Nurkic","Marc Gasol","por","por","mem","por","por"
"399",2018-12-12,"Steven Adams","Anthony Davis","okc","okc","no","okc","okc"
"400",2018-12-12,"Dewayne Dedmon","DeAndre Jordan","dal","atl","dal","dal","dal"
"401",2018-12-12,"Bam Adebayo","Rudy Gobert","utah","mia","utah","utah","utah"
"402",2018-12-12,"Karl-Anthony Towns","Willie Cauley-Stein","sac","min","sac","sac","sac"
"403",2018-12-12,"Serge Ibaka","Kevin Durant","tor","tor","gs","tor","tor"
"404",2018-12-13,"JaVale McGee","Clint Capela","lal","lal","hou","lal","lal"
"405",2018-12-13,"Marcin Gortat","LaMarcus Aldridge","lac","lac","sa","sa","lac"
"406",2018-12-13,"Wendell Carter Jr.","Nikola Vucevic","chi","chi","orl","chi","chi"
"407",2018-12-13,"DeAndre Jordan","Deandre Ayton","dal","dal","phx","phx","dal"
"408",2018-12-14,"Dewayne Dedmon","Aron Baynes","atl","atl","bos","atl","bos"
"409",2018-12-14,"Noah Vonleh","Cody Zeller","ny","ny","cha","ny","ny"
"410",2018-12-14,"Thomas Bryant","Jarrett Allen","wsh","wsh","bkn","wsh","bkn"
"411",2018-12-14,"Brook Lopez","Channing Frye","mil","mil","cle","mil","mil"
"412",2018-12-14,"Myles Turner","Joel Embiid","phi","ind","phi","phi","phi"
"413",2018-12-14,"Hassan Whiteside","Marc Gasol","mia","mia","mem","mia","mem"
"414",2018-12-14,"Steven Adams","Mason Plumlee","den","okc","den","den","den"
"415",2018-12-14,"Serge Ibaka","Jusuf Nurkic","tor","tor","por","tor","tor"
"416",2018-12-14,"Kevin Durant","Willie Cauley-Stein","gs","gs","sac","gs","gs"
"417",2018-12-15,"Rudy Gobert","Nikola Vucevic","utah","utah","orl","utah","orl"
"418",2018-12-15,"JaVale McGee","Cody Zeller","lal","lal","cha","cha","cha"
"419",2018-12-15,"Aron Baynes","Andre Drummond","det","bos","det","det","bos"
"420",2018-12-15,"Clint Capela","Marc Gasol","hou","hou","mem","hou","hou"
"421",2018-12-15,"Wendell Carter Jr.","LaMarcus Aldridge","chi","chi","sa","chi","sa"
"422",2018-12-15,"Marcin Gortat","Steven Adams","lac","lac","okc","lac","lac"
"423",2018-12-15,"Karl-Anthony Towns","Deandre Ayton","min","min","phx","min","min"
"424",2018-12-16,"Dewayne Dedmon","Jarrett Allen","atl","atl","bkn","atl","atl"
"425",2018-12-16,"Joel Embiid","Ante Zizic","phi","phi","cle","phi","cle"
"426",2018-12-16,"Noah Vonleh","Myles Turner","ny","ny","ind","ind","ny"
"427",2018-12-16,"Tyson Chandler","Thomas Bryant","lal","lal","wsh","lal","lal"
"428",2018-12-16,"Willie Cauley-Stein","DeAndre Jordan","dal","sac","dal","dal","dal"
"429",2018-12-16,"Hassan Whiteside","Anthony Davis","no","mia","no","no","no"
"430",2018-12-16,"Serge Ibaka","Mason Plumlee","den","tor","den","den","den"
"431",2018-12-17,"Brook Lopez","Andre Drummond","det","mil","det","det","det"
"432",2018-12-17,"Deandre Ayton","Noah Vonleh","phx","phx","ny","phx","phx"
"433",2018-12-17,"Rudy Gobert","Clint Capela","hou","utah","hou","hou","hou"
"434",2018-12-17,"Willie Cauley-Stein","Karl-Anthony Towns","min","sac","min","min","min"
"435",2018-12-17,"Wendell Carter Jr.","Steven Adams","okc","chi","okc","okc","okc"
"436",2018-12-17,"Joel Embiid","LaMarcus Aldridge","phi","phi","sa","phi","phi"
"437",2018-12-17,"Marc Gasol","Kevin Durant","gs","mem","gs","gs","gs"
"438",2018-12-17,"Jusuf Nurkic","Marcin Gortat","por","por","lac","por","por"
"439",2018-12-18,"Larry Nance Jr.","Myles Turner","ind","cle","ind","ind","ind"
"440",2018-12-18,"Thomas Bryant","Dewayne Dedmon","atl","wsh","atl","atl","atl"
"441",2018-12-18,"Tyson Chandler","Jarrett Allen","bkn","lal","bkn","bkn","lal"
"442",2018-12-18,"DeAndre Jordan","Mason Plumlee","dal","dal","den","dal","dal"
"443",2018-12-19,"Larry Nance Jr.","Cody Zeller","cle","cle","cha","cle","cle"
"444",2018-12-19,"LaMarcus Aldridge","Mo Bamba","sa","sa","orl","orl","orl"
"445",2018-12-19,"Noah Vonleh","Joel Embiid","ny","ny","phi","ny","ny"
"446",2018-12-19,"Deandre Ayton","Aron Baynes","bos","phx","bos","bos","bos"
"447",2018-12-19,"Myles Turner","Greg Monroe","ind","ind","tor","ind","tor"
"448",2018-12-19,"Jarrett Allen","Wendell Carter Jr.","chi","bkn","chi","chi","chi"
"449",2018-12-19,"Thomas Bryant","Clint Capela","wsh","wsh","hou","wsh","wsh"
"450",2018-12-19,"Anthony Davis","Brook Lopez","no","no","mil","no","no"
"451",2018-12-19,"Andre Drummond","Karl-Anthony Towns","det","det","min","det","det"
"452",2018-12-19,"Kevin Durant","Rudy Gobert","utah","gs","utah","utah","utah"
"453",2018-12-19,"Marc Gasol","Jusuf Nurkic","por","mem","por","por","por"
"454",2018-12-19,"Steven Adams","Willie Cauley-Stein","sac","okc","sac","sac","sac"
"455",2018-12-20,"Clint Capela","Hassan Whiteside","mia","hou","mia","hou","hou"
"456",2018-12-20,"DeAndre Jordan","Marcin Gortat","lac","dal","lac","lac","lac"
"457",2018-12-21,"Andre Drummond","Cody Zeller","det","det","cha","det","det"
"458",2018-12-21,"Larry Nance Jr.","Pascal Siakam","cle","cle","tor","cle","tor"
"459",2018-12-21,"Myles Turner","Jarrett Allen","bkn","ind","bkn","bkn","bkn"
"460",2018-12-21,"Dewayne Dedmon","Noah Vonleh","ny","atl","ny","ny","ny"
"461",2018-12-21,"Brook Lopez","Semi Ojeleye","mil","mil","bos","mil","bos"
"462",2018-12-21,"Nikola Vucevic","Wendell Carter Jr.","orl","orl","chi","orl","orl"
"463",2018-12-21,"Karl-Anthony Towns","LaMarcus Aldridge","min","min","sa","min","sa"
"464",2018-12-21,"Rudy Gobert","Jusuf Nurkic","por","utah","por","por","por"
"465",2018-12-21,"Marc Gasol","Kosta Koufos","sac","mem","sac","sac","sac"
"466",2018-12-21,"Anthony Davis","Ivica Zubac","no","no","lal","no","lal"
"467",2018-12-22,"Mason Plumlee","Marcin Gortat","lac","den","lac","lac","lac"
"468",2018-12-22,"Deandre Ayton","Thomas Bryant","phx","phx","wsh","phx","wsh"
"469",2018-12-22,"Greg Monroe","Joel Embiid","tor","tor","phi","tor","tor"
"470",2018-12-22,"Brook Lopez","Hassan Whiteside","mil","mil","mia","mil","mil"
"471",2018-12-22,"LaMarcus Aldridge","Clint Capela","hou","sa","hou","hou","hou"
"472",2018-12-22,"DeAndre Jordan","Kevin Durant","dal","dal","gs","dal","gs"
"473",2018-12-22,"Steven Adams","Rudy Gobert","utah","okc","utah","utah","okc"
"474",2018-12-23,"Dewayne Dedmon","Andre Drummond","det","atl","det","atl","det"
"475",2018-12-23,"Thomas Bryant","Myles Turner","ind","wsh","ind","ind","ind"
"476",2018-12-23,"Cody Zeller","Al Horford","bos","cha","bos","bos","bos"
"477",2018-12-23,"Deandre Ayton","Jarrett Allen","bkn","phx","bkn","phx","phx"
"478",2018-12-23,"Wendell Carter Jr.","Larry Nance Jr.","cle","chi","cle","chi","chi"
"479",2018-12-23,"Hassan Whiteside","Nikola Vucevic","orl","mia","orl","mia","orl"
"480",2018-12-23,"Anthony Davis","Willie Cauley-Stein","sac","no","sac","no","sac"
"481",2018-12-23,"Karl-Anthony Towns","Steven Adams","okc","min","okc","okc","min"
"482",2018-12-23,"Marcin Gortat","Kevin Durant","lac","lac","gs","lac","lac"
"483",2018-12-23,"DeAndre Jordan","Jusuf Nurkic","dal","dal","por","dal","dal"
"484",2018-12-23,"Marc Gasol","Ivica Zubac","mem","mem","lal","mem","lal"
"1222",2018-12-25,"Brook Lopez","Noah Vonleh","mil","mil","ny","mil","mil"
"1223",2018-12-25,"Steven Adams","Clint Capela","okc","okc","hou","okc","okc"
"1224",2018-12-25,"Joel Embiid","Al Horford","bos","phi","bos","bos","phi"
"1225",2018-12-25,"Ivica Zubac","Kevin Durant","lal","lal","gs","gs","gs"
"1226",2018-12-25,"Jusuf Nurkic","Rudy Gobert","utah","por","utah","utah","utah"
"485",2018-12-26,"Thomas Bryant","Andre Drummond","det","wsh","det","det","det"
"486",2018-12-26,"Deandre Ayton","Nikola Vucevic","orl","phx","orl","orl","orl"
"487",2018-12-26,"Myles Turner","Dewayne Dedmon","atl","ind","atl","atl","atl"
"488",2018-12-26,"Cody Zeller","Jarrett Allen","bkn","cha","bkn","bkn","bkn"
"489",2018-12-26,"Serge Ibaka","Hassan Whiteside","mia","tor","mia","mia","tor"
"490",2018-12-26,"Karl-Anthony Towns","Wendell Carter Jr.","min","min","chi","min","min"
"491",2018-12-26,"Ante Zizic","Marc Gasol","mem","cle","mem","mem","mem"
"492",2018-12-26,"Anthony Davis","DeAndre Jordan","no","no","dal","no","no"
"493",2018-12-26,"Mason Plumlee","LaMarcus Aldridge","sa","den","sa","sa","sa"
"494",2018-12-26,"Willie Cauley-Stein","Boban Marjanovic","lac","sac","lac","lac","lac"
"495",2018-12-27,"Al Horford","Clint Capela","bos","bos","hou","bos","bos"
"496",2018-12-27,"Noah Vonleh","Brook Lopez","ny","ny","mil","mil","ny"
"497",2018-12-27,"Ivica Zubac","Willie Cauley-Stein","sac","lal","sac","sac","sac"
"498",2018-12-27,"Joel Embiid","Rudy Gobert","phi","phi","utah","phi","utah"
"499",2018-12-27,"Jusuf Nurkic","Kevin Durant","por","por","gs","por","por"
"500",2018-12-28,"Jarrett Allen","Cody Zeller","bkn","bkn","cha","bkn","cha"
"501",2018-12-28,"Andre Drummond","Myles Turner","det","det","ind","ind","ind"
"502",2018-12-28,"Serge Ibaka","Nikola Vucevic","tor","tor","orl","tor","tor"
"503",2018-12-28,"Wendell Carter Jr.","Thomas Bryant","wsh","chi","wsh","wsh","wsh"
"504",2018-12-28,"Channing Frye","Hassan Whiteside","mia","cle","mia","cle","cle"
"505",2018-12-28,"Dewayne Dedmon","Karl-Anthony Towns","min","atl","min","min","min"
"506",2018-12-28,"DeAndre Jordan","Anthony Davis","dal","dal","no","dal","dal"
"507",2018-12-28,"LaMarcus Aldridge","Mason Plumlee","den","sa","den","sa","den"
"508",2018-12-28,"Steven Adams","Deandre Ayton","okc","okc","phx","okc","okc"
"509",2018-12-28,"Boban Marjanovic","Ivica Zubac","lac","lac","lal","lal","lal"
"510",2018-12-29,"Jarrett Allen","Brook Lopez","mil","bkn","mil","mil","bkn"
"511",2018-12-29,"Cody Zeller","Thomas Bryant","wsh","cha","wsh","wsh","wsh"
"512",2018-12-29,"Clint Capela","Anthony Davis","hou","hou","no","hou","hou"
"513",2018-12-29,"Larry Nance Jr.","Alex Len","cle","cle","atl","cle","cle"
"514",2018-12-29,"Al Horford","Marc Gasol","bos","bos","mem","bos","bos"
"515",2018-12-29,"Noah Vonleh","Rudy Gobert","utah","ny","utah","utah","utah"
"516",2018-12-29,"Mason Plumlee","Deandre Ayton","den","den","phx","den","den"
"517",2018-12-29,"Kevin Durant","Jusuf Nurkic","por","gs","por","por","por"
"518",2018-12-29,"LaMarcus Aldridge","Boban Marjanovic","lac","sa","lac","lac","lac"
"519",2018-12-30,"Andre Drummond","Nikola Vucevic","det","det","orl","det","det"
"520",2018-12-30,"Karl-Anthony Towns","Hassan Whiteside","mia","min","mia","mia","min"
"521",2018-12-30,"Wendell Carter Jr.","Serge Ibaka","tor","chi","tor","tor","chi"
"522",2018-12-30,"Steven Adams","DeAndre Jordan","okc","okc","dal","okc","dal"
"523",2018-12-30,"Amir Johnson","Jusuf Nurkic","por","phi","por","phi","phi"
"524",2018-12-30,"Willie Cauley-Stein","JaVale McGee","lal","sac","lal","lal","lal"
"525",2018-12-31,"John Collins","Myles Turner","atl","atl","ind","atl","atl"
"526",2018-12-31,"Nikola Vucevic","Cody Zeller","orl","orl","cha","orl","orl"
"527",2018-12-31,"Marc Gasol","Clint Capela","hou","mem","hou","hou","hou"
"528",2018-12-31,"Al Horford","Jakob Poeltl","sa","bos","sa","sa","sa"
"529",2018-12-31,"Karl-Anthony Towns","Jahlil Okafor","no","min","no","no","no"
"530",2018-12-31,"DeAndre Jordan","Steven Adams","okc","dal","okc","okc","okc"
"531",2018-12-31,"Kevin Durant","Deandre Ayton","gs","gs","phx","phx","phx"
"532",2019-01-01,"Rudy Gobert","Serge Ibaka","tor","utah","tor","tor","tor"
"533",2019-01-01,"Andre Drummond","Brook Lopez","mil","det","mil","det","det"
"534",2019-01-01,"Noah Vonleh","Mason Plumlee","den","ny","den","den","ny"
"535",2019-01-01,"Jusuf Nurkic","Willie Cauley-Stein","por","por","sac","por","sac"
"536",2019-01-01,"Joel Embiid","Marcin Gortat","lac","phi","lac","lac","phi"
"537",2019-01-02,"DeAndre Jordan","Willy Hernangomez","dal","dal","cha","dal","cha"
"538",2019-01-02,"Hassan Whiteside","Tristan Thompson","cle","mia","cle","cle","cle"
"539",2019-01-02,"Dewayne Dedmon","Thomas Bryant","wsh","atl","wsh","wsh","wsh"
"540",2019-01-02,"Anthony Davis","Jarrett Allen","no","no","bkn","no","no"
"541",2019-01-02,"Karl-Anthony Towns","Al Horford","bos","min","bos","bos","bos"
"542",2019-01-02,"Nikola Vucevic","Wendell Carter Jr.","chi","orl","chi","chi","orl"
"543",2019-01-02,"Andre Drummond","Marc Gasol","mem","det","mem","mem","mem"
"544",2019-01-02,"Joel Embiid","Deandre Ayton","phx","phi","phx","phx","phx"
"545",2019-01-02,"Steven Adams","JaVale McGee","okc","okc","lal","okc","okc"
"546",2019-01-03,"Serge Ibaka","LaMarcus Aldridge","tor","tor","sa","tor","tor"
"547",2019-01-03,"Mason Plumlee","Willie Cauley-Stein","den","den","sac","sac","den"
"548",2019-01-03,"Clint Capela","Kevin Durant","gs","hou","gs","gs","gs"
"549",2019-01-04,"DeAndre Jordan","Al Horford","bos","dal","bos","bos","bos"
"550",2019-01-04,"Rudy Gobert","Tristan Thompson","utah","utah","cle","utah","utah"
"551",2019-01-04,"Thomas Bryant","Hassan Whiteside","mia","wsh","mia","mia","mia"
"552",2019-01-04,"Myles Turner","Wendell Carter Jr.","chi","ind","chi","chi","chi"
"553",2019-01-04,"Jarrett Allen","Marc Gasol","mem","bkn","mem","mem","mem"
"554",2019-01-04,"Nikola Vucevic","Karl-Anthony Towns","min","orl","min","orl","orl"
"555",2019-01-04,"Dewayne Dedmon","Brook Lopez","mil","atl","mil","atl","mil"
"556",2019-01-04,"Marcin Gortat","Deandre Ayton","lac","lac","phx","lac","lac"
"557",2019-01-04,"Noah Vonleh","JaVale McGee","lal","ny","lal","ny","ny"
"558",2019-01-04,"Steven Adams","Jusuf Nurkic","por","okc","por","por","okc"
"559",2019-01-05,"Bismack Biyombo","Mason Plumlee","den","cha","den","den","den"
"560",2019-01-05,"Rudy Gobert","Andre Drummond","det","utah","det","det","det"
"561",2019-01-05,"DeAndre Jordan","Joel Embiid","phi","dal","phi","phi","phi"
"562",2019-01-05,"Anthony Davis","Tristan Thompson","no","no","cle","no","cle"
"563",2019-01-05,"Serge Ibaka","Brook Lopez","mil","tor","mil","mil","mil"
"564",2019-01-05,"Marc Gasol","LaMarcus Aldridge","sa","mem","sa","mem","mem"
"565",2019-01-05,"Clint Capela","Jusuf Nurkic","por","hou","por","por","por"
"566",2019-01-05,"Kevin Durant","Willie Cauley-Stein","gs","gs","sac","gs","gs"
"567",2019-01-06,"Jarrett Allen","Wendell Carter Jr.","bkn","bkn","chi","chi","chi"
"568",2019-01-06,"JaVale McGee","Karl-Anthony Towns","lal","lal","min","lal","lal"
"569",2019-01-06,"Nikola Vucevic","Marcin Gortat","lac","orl","lac","lac","orl"
"570",2019-01-06,"Hassan Whiteside","Dewayne Dedmon","atl","mia","atl","atl","atl"
"571",2019-01-06,"Thomas Bryant","Steven Adams","okc","wsh","okc","okc","okc"
"572",2019-01-06,"Domantas Sabonis","Serge Ibaka","ind","ind","tor","ind","ind"
"573",2019-01-06,"Bismack Biyombo","Deandre Ayton","cha","cha","phx","phx","phx"
"574",2019-01-07,"Jakob Poeltl","Andre Drummond","det","sa","det","sa","det"
"575",2019-01-07,"Jarrett Allen","Al Horford","bkn","bkn","bos","bkn","bkn"
"576",2019-01-07,"Nikola Jokic","Clint Capela","hou","den","hou","den","den"
"577",2019-01-07,"Rudy Gobert","Brook Lopez","mil","utah","mil","mil","mil"
"578",2019-01-07,"Marc Gasol","Anthony Davis","no","mem","no","mem","mem"
"579",2019-01-07,"JaVale McGee","DeAndre Jordan","dal","lal","dal","dal","dal"
"580",2019-01-07,"Noah Vonleh","Jusuf Nurkic","por","ny","por","por","por"
"581",2019-01-07,"Nikola Vucevic","Willie Cauley-Stein","sac","orl","sac","sac","sac"
"582",2019-01-08,"Domantas Sabonis","Tristan Thompson","cle","ind","cle","cle","cle"
"583",2019-01-08,"Thomas Bryant","Joel Embiid","phi","wsh","phi","phi","wsh"
"584",2019-01-08,"Nikola Jokic","Hassan Whiteside","mia","den","mia","mia","den"
"585",2019-01-08,"Dewayne Dedmon","Serge Ibaka","atl","atl","tor","atl","tor"
"586",2019-01-08,"Karl-Anthony Towns","Steven Adams","min","min","okc","min","min"
"587",2019-01-08,"Willie Cauley-Stein","Deandre Ayton","phx","sac","phx","phx","phx"
"588",2019-01-08,"Noah Vonleh","Kevin Durant","gs","ny","gs","ny","ny"
"589",2019-01-08,"Bismack Biyombo","Marcin Gortat","lac","cha","lac","cha","lac"
"590",2019-01-09,"Domantas Sabonis","Al Horford","bos","ind","bos","bos","bos"
"591",2019-01-09,"Joel Embiid","Thomas Bryant","phi","phi","wsh","phi","phi"
"592",2019-01-09,"Dewayne Dedmon","Jarrett Allen","bkn","atl","bkn","bkn","atl"
"593",2019-01-09,"Brook Lopez","Clint Capela","hou","mil","hou","hou","mil"
"594",2019-01-09,"Jakob Poeltl","Marc Gasol","sa","sa","mem","sa","mem"
"595",2019-01-09,"Tristan Thompson","Anthony Davis","cle","cle","no","cle","no"
"596",2019-01-09,"Deandre Ayton","DeAndre Jordan","phx","phx","dal","phx","phx"
"597",2019-01-09,"Nikola Vucevic","Rudy Gobert","utah","orl","utah","utah","orl"
"598",2019-01-09,"Wendell Carter Jr.","Jusuf Nurkic","por","chi","por","por","por"
"599",2019-01-09,"Andre Drummond","JaVale McGee","lal","det","lal","lal","lal"
"600",2019-01-10,"Al Horford","Hassan Whiteside","bos","bos","mia","bos","bos"
"601",2019-01-10,"Marcin Gortat","Nikola Jokic","lac","lac","den","lac","lac"
"602",2019-01-10,"Steven Adams","Pau Gasol","okc","okc","sa","okc","okc"
"603",2019-01-10,"Andre Drummond","Willie Cauley-Stein","det","det","sac","det","sac"
"604",2019-01-11,"Dewayne Dedmon","Ben Simmons","atl","atl","phi","phi","phi"
"605",2019-01-11,"Brook Lopez","Thomas Bryant","mil","mil","wsh","mil","mil"
"606",2019-01-11,"Domantas Sabonis","Luke Kornet","ny","ind","ny","ind","ind"
"607",2019-01-11,"Jarrett Allen","Serge Ibaka","bkn","bkn","tor","bkn","tor"
"608",2019-01-11,"Tristan Thompson","Clint Capela","hou","cle","hou","cle","cle"
"609",2019-01-11,"DeAndre Jordan","Karl-Anthony Towns","min","dal","min","dal","dal"
"610",2019-01-11,"JaVale McGee","Rudy Gobert","lal","lal","utah","lal","utah"
"611",2019-01-11,"Bismack Biyombo","Jusuf Nurkic","por","cha","por","por","por"
"612",2019-01-11,"Wendell Carter Jr.","Kevin Durant","gs","chi","gs","gs","gs"
"613",2019-01-12,"Andre Drummond","Marcin Gortat","lac","det","lac","lac","det"
"614",2019-01-12,"Marc Gasol","Bam Adebayo","mem","mem","mia","mem","mem"
